State,District,Candidate,Party,"Incumbent/
Challenger/Open",Receipts,"Contributions 
from Individuals","Contributions
from PACs and
Other Committees","Contributions and
Loans from 
 the Candidate",Disbursements,Cash On Hand,Debts,Coverage End Date
California ,25,"MASTERMAN-SMITH, MIKE",Democratic Party,Challenger,"$12,369",$250,$0,"$12,119",$0,"$12,419","$12,119",12/31/17
California ,25,"MCVARISH, SCOTT",Democratic Party,Challenger,"$38,075","$23,075",$0,$0,"$38,075",$0,$0,3/9/18
California ,25,"PALLANT, MARY",Democratic Party,Challenger,"$8,295","$2,257",$0,"$6,038","$8,295",$0,"$2,632",6/30/18
California ,25,"PHOENIX, JESS",Democratic Party,Challenger,"$491,148","$482,039","$3,850","$2,646","$484,657","$6,491",$0,6/30/18
California ,26,"BROWNLEY, JULIA",Democratic Party,Incumbent,"$2,064,451","$1,244,800","$754,570",$0,"$538,219","$3,181,375",$0,6/30/18
California ,26,"BURUM, JEFFREY DAVID MAJ (RET)",Republican Party,Challenger,"$38,244","$4,715",$0,"$33,272","$38,244",$0,"$33,272",6/30/18
California ,26,"DAGNESSES, RAFAEL",Republican Party,Challenger,"$3,241","$1,741",$0,$0,"$3,241",$0,$0,4/18/18
California ,26,"NELSON, JOHN",Democratic Party,Challenger,"$17,322","$10,582",$0,"$6,740","$14,218","$3,105","$6,740",5/16/18
California ,26,"SABATO, ANTONIO",Republican Party,Challenger,"$200,928","$191,183","$8,000",$300,"$169,345","$31,583","$40,753",6/30/18
California ,26,"SKELTON, SHANE JOHN",Republican Party,Challenger,"$61,358","$56,170","$4,000","$1,188","$61,358",$0,$0,1/11/18
California ,27,"CHU, JUDY",Democratic Party,Incumbent,"$983,200","$581,403","$392,825",$0,"$563,329","$2,479,874","$7,077",6/30/18
California ,27,"CARDENAS, BEATRICE I",Republican Party,Challenger,"$1,731","$1,631",$0,$0,"$2,271",-$540,$100,6/30/18
California ,27,"WITT, BRYAN",Democratic Party,Challenger,"$8,130","$2,630",$0,"$5,250","$7,230",$964,"$25,500",6/30/18
California ,28,"SCHIFF, ADAM",Democratic Party,Incumbent,"$4,638,216","$3,888,721","$387,250",$0,"$2,402,400","$4,342,230",$0,6/30/18
California ,28,"NALBANDIAN, JOHNNY",Republican Party,Challenger,"$17,791","$16,791",$0,"$1,000","$17,550",$241,"$3,069",6/30/18
California ,28,"SHAYANI, PAYAM MARK MR.",Independent,Challenger,"$112,921",$0,$0,"$112,910","$112,899",$22,$0,6/30/18
California ,29,"CARDENAS, TONY",Democratic Party,Incumbent,"$1,231,856","$495,419","$727,651",$0,"$1,171,004","$344,678",$0,6/30/18
California ,29,"BERNAL, BENITO BENNY",Republican Party,Challenger,"$3,800",$600,$0,"$3,200","$3,768",$80,"$2,700",6/30/18
California ,29,"DUENAS, ANGELICA",Green Party,Challenger,"$7,468","$6,887",$0,$382,"$7,483",-$14,$0,6/14/18
California ,30,"SHERMAN, BRAD",Democratic Party,Incumbent,"$972,184","$557,032","$409,849",$0,"$435,891","$1,912,967","$4,141",6/30/18
California ,30,"PELZER, JONATHAN",Democratic Party,Challenger,"$74,258","$21,150",$0,"$53,107","$73,402",$856,"$50,500",6/30/18
California ,30,"RAB, AEJAZ (RAJI)",Democratic Party,Challenger,"$89,950","$29,950",$0,"$60,000","$83,552","$10,190","$124,611",6/30/18
California ,31,"AGUILAR, PETE",Democratic Party,Incumbent,"$2,120,679","$1,329,243","$739,259",$0,"$1,014,364","$2,057,087",$0,6/30/18
California ,31,"FLYNN, SEAN",Republican Party,Challenger,"$907,967","$245,555","$3,700","$637,964","$639,400","$305,153","$660,503",6/30/18
California ,32,"NAPOLITANO, GRACE",Democratic Party,Incumbent,"$242,694","$56,382","$185,100",$0,"$114,435","$272,951",$0,6/30/18
California ,32,"LUTZ, MARY ANN",Democratic Party,Challenger,"$53,651","$53,427",$224,$0,"$33,781","$120,645","$75,000",6/30/18
California ,32,"QUINTERO, ANDRE",Democratic Party,Challenger,"$152,203","$149,355","$2,848",$0,"$52,730","$99,473",$0,6/30/18
California ,33,"LIEU, TED",Democratic Party,Incumbent,"$1,452,394","$1,099,208","$342,300",$0,"$768,964","$1,731,898",$0,6/30/18
California ,33,"WRIGHT, KENNETH",Republican Party,Challenger,"$107,352","$61,303",$199,$0,"$22,740","$90,457","$53,750",6/30/18
California ,34,"AHN, ROBERT LEE",Democratic Party,Open,"$1,670,408","$1,169,308","$2,700","$498,400","$1,667,342","$3,066","$536,998",6/30/18
California ,34,"CABILDO, MARIA",Democratic Party,Open,"$220,294","$214,998","$5,000",$0,"$215,215","$5,079",$0,6/30/18
California ,34,"CARMONA, ARTURO",Democratic Party,Open,"$155,331","$142,631","$9,700","$3,000","$244,941","$1,285","$45,864",6/30/18
California ,34,"EDWARDS, ADRIENNE",Democratic Party,Open,$0,$0,$0,$0,$500,$18,"$4,665",6/30/18
California ,34,"HERNANDEZ, SARA",Democratic Party,Open,"$336,812","$321,725","$2,700","$6,887","$532,200","-$1,174","$26,587",6/30/18
California ,34,"MAC, STEVEN",Democratic Party,Open,"$31,151","$31,151",$0,$0,"$32,887",$0,$0,6/14/17
California ,34,"MEZA, RAYMOND ANTHONY JR.",Democratic Party,Open,"$37,504","$37,504",$0,$0,"$61,171","$4,453",$0,6/30/17
California ,34,"PADILLA, MARK EDWARD",No Party Affiliation,Open,"$29,182","$29,182",$0,$0,"$29,182",$0,$0,12/31/17
California ,34,"PEREZ, JOHN A",Democratic Party,Open,"$6,740",$0,"$2,700","$4,040","$6,740",$0,$0,1/20/17
California ,34,"BECERRA, XAVIER*",Democratic Party,Incumbent,"$39,414",$226,$0,$0,"$117,661","$1,409,906",$0,6/30/18
California ,34,"GOMEZ, JIMMY",Democratic Party,Incumbent,"$1,358,083","$682,214","$663,376","$5,000","$1,309,051","$341,487","$63,445",6/30/18
California ,34,"CAMPOVERDI, ALEJANDRA",Democratic Party,Challenger,"$251,408","$240,804","$4,000",$0,"$353,778",$0,$0,5/23/17
California ,34,"CARRILLO DONO, WENDY MARIA",Democratic Party,Challenger,"$151,763","$145,549","$2,620",$0,"$200,570",$0,$0,9/30/17
California ,34,"DE LA FUENTE, RICARDO",Democratic Party,Challenger,"$176,032","$20,361",$0,"$155,671","$176,023",$8,"$186,177",9/30/17
California ,34,"FLORES, YOLIE",Democratic Party,Challenger,"$168,603","$164,348","$1,000",$0,"$241,581",$0,$0,6/5/17
California ,34,"MCARDLE, ANGELA E.",Libertarian Party,Challenger,"$6,713","$6,613",$0,$100,"$2,327",$0,$0,1/31/18
California ,34,"MEJIA, KENNETH",Green Party,Challenger,"$95,322","$95,322",$0,$0,"$66,308","$29,005","$21,073",6/30/18
California ,34,"MENDOZA, SANDRA",Democratic Party,Challenger,"$17,652","$8,525",$0,$0,"$17,647",$5,"$9,896",6/30/18
California ,34,"VAN HOUTEN, TRACY",Democratic Party,Challenger,"$122,626","$105,624",$0,"$17,002","$122,626",$0,$0,9/30/17
California ,35,"TORRES, NORMA",Democratic Party,Incumbent,"$508,317","$208,674","$299,406",$0,"$466,277","$261,665","$2,389",6/30/18
California ,35,"BACA, JOE",Democratic Party,Challenger,"$35,133","$22,833","$11,200","$1,000","$25,957","$9,657","$8,016",6/30/18
California ,35,"VALIENTE, CHRISTIAN",Republican Party,Challenger,"$1,259",$490,$0,$769,"$1,889",-$846,$869,5/16/18
California ,36,"RUIZ, RAUL DR",Democratic Party,Incumbent,"$2,595,293","$1,546,747","$1,019,875",$0,"$1,142,217","$2,443,393",$0,6/30/18
California ,36,"BALL, DAN",Republican Party,Challenger,"$19,259","$19,259",$0,$0,"$17,307","$1,952","$3,792",6/30/18
California ,36,"BENTLEY, ROBERT",Republican Party,Challenger,$110,$0,$0,$110,$50,$60,$0,12/31/17
California ,36,"HASSETT, DOUGLAS",Republican Party,Challenger,"$12,884","$11,297",$0,"$1,490","$11,137","$1,747","$1,240",5/16/18
California ,36,"PELZER, KIMBERLIN BROWN",Republican Party,Challenger,"$474,386","$454,886","$19,500",$0,"$334,966","$142,395","$9,280",6/30/18
California ,36,"WOLKOWICZ, STEPHAN",Republican Party,Challenger,"$15,038",$205,$0,"$14,720","$15,038",$0,$0,6/30/18
California ,37,"BASS, KAREN",Democratic Party,Incumbent,"$594,029","$365,004","$228,550",$0,"$592,700","$246,731",$0,6/30/18
California ,37,"BASSILIAN, RON",Republican Party,Challenger,"$3,993","$2,493",$0,"$1,500","$3,177",$816,"$1,500",6/30/18
California ,38,"SANCHEZ, LINDA",Democratic Party,Incumbent,"$1,390,210","$328,563","$1,039,230",$600,"$1,130,060","$678,747",$0,6/30/18
California ,39,"CHEN, JAY",Democratic Party,Open,"$385,048","$186,142","$8,483","$190,423","$119,035","$266,013","$190,400",6/30/18
California ,39,"CISNEROS, GILBERT",Democratic Party,Open,"$5,512,130","$785,813","$34,150","$4,552,762","$4,751,703","$760,427","$250,000",6/30/18
California ,39,"COX, STEPHAN",None,Open,"$5,616","$4,577",$0,$940,"$5,345",$225,$840,5/16/18
California ,39,"CULLUM, JOHN J",Republican Party,Open,"$109,430","$7,850",$0,"$100,000","$107,801","$1,629","$101,000",6/30/18
California ,39,"HUFF, BOB",Republican Party,Open,"$572,641","$468,442","$4,200","$100,000","$566,139","$6,502","$122,393",6/30/18
California ,39,"JAMMAL, SAMIR",Democratic Party,Open,"$574,934","$561,359","$7,200","$5,413","$555,871","$19,064",$0,6/30/18
California ,39,"JANOWICZ, PHIL ANDREW DR.",Democratic Party,Open,"$391,040","$178,256","$5,100","$207,287","$387,293","$3,747","$180,613",6/30/18
California ,39,"KIM, YOUNG",Republican Party,Open,"$1,283,994","$1,129,932","$153,999",$0,"$979,168","$304,827","$39,750",6/30/18
California ,39,"LEE, HERBERT",Democratic Party,Open,"$1,056,743",$1,$0,"$1,056,742","$1,056,642",$101,"$1,056,742",6/30/18
California ,39,"LEGGETT, SUZI",Democratic Party,Open,"$43,296","$43,296",$0,$0,"$43,296",$0,$0,6/30/18
California ,39,"LIBERATORE, PHIL",Republican Party,Open,"$250,772","$152,372",$0,"$97,600","$225,127","$25,645","$97,600",6/30/18
California ,39,"NELSON, SHAWN",Republican Party,Open,"$692,568","$675,820","$16,748",$0,"$683,867","$8,701","$16,145",6/30/18
California ,39,"RUSK, TED",Democratic Party,Open,"$2,738","$1,580",$0,"$1,158","$2,738",$0,$0,6/30/18
California ,39,"SAREGA, ANDREW",Republican Party,Open,"$35,835",$835,$0,"$35,000","$35,835",$0,"$35,000",5/21/18
California ,39,"THORBURN, ANDY",Democratic Party,Open,"$3,133,157","$272,253",$0,"$2,860,900","$3,097,390","$35,766","$860,900",6/30/18
California ,39,"TRAN, MAI-KHANH",Democratic Party,Open,"$1,546,421","$719,035","$27,600","$780,000","$1,387,428","$158,994","$780,722",6/30/18
California ,39,"VARGAS, STEVEN",Republican Party,Open,"$56,144","$12,565",$0,"$32,000","$41,207",-$731,$0,6/30/18
California ,39,"ROYCE, ED MR.*",Republican Party,Incumbent,"$2,180,483","$1,256,986","$643,150",$0,"$2,277,824","$2,710,560",$0,6/30/18
California ,40,"ROYBAL-ALLARD, LUCILLE",Democratic Party,Incumbent,"$402,711","$161,003","$241,600",$0,"$394,656","$80,679",$0,6/30/18
California ,40,"CORTES BARRAGAN, RODOLFO",Green Party,Challenger,"$5,780","$5,320",$0,$460,"$4,657","$1,369",$0,6/30/18
California ,41,"TAKANO, MARK",Democratic Party,Incumbent,"$811,778","$572,044","$228,600",$0,"$678,295","$249,696",$0,6/30/18
California ,41,"SHEPHERD, DOUG",Republican Party,Challenger,"$141,672","$2,200",$0,"$139,329","$141,753",$0,"$37,005",3/31/18
California ,41,"SMITH, AJA",Republican Party,Challenger,"$25,561","$24,561",$0,"$1,000","$17,750","$7,811",$0,6/30/18
California ,42,"CALVERT, KENNETH S",Republican Party,Incumbent,"$1,241,471","$687,905","$548,274",$0,"$984,601","$839,219","$2,371",6/30/18
California ,42,"PEACOCK, JULIA",Democratic Party,Challenger,"$94,640","$93,525","$1,060",$0,"$82,870","$11,770",$831,6/30/18
California ,42,"QUINTERO, NORMAN",Democratic Party,Challenger,"$136,211","$11,955",$0,"$124,257","$135,785",$427,"$124,007",6/30/18
California ,42,"WOODY, MATT",None,Challenger,"$46,461","$7,461",$0,"$39,000","$44,346","$2,115","$39,116",6/30/18
California ,43,"WATERS, MAXINE",Democratic Party,Incumbent,"$1,099,217","$438,618","$408,851",$0,"$569,530","$711,518","$232,357",6/30/18
California ,43,"CAMPER, CANDANCE MS",Republican Party,Challenger,"$2,498","$2,498",$0,$0,"$2,498",$0,$0,6/14/18
California ,43,"DEMARTINI, FRANK",Republican Party,Challenger,"$39,192","$34,903",$0,"$4,289","$38,881",$311,"$2,788",6/30/18
California ,43,"DUTERTE, EDWIN",Republican Party,Challenger,"$16,935","$16,935",$0,$0,"$15,043","$1,892",$872,6/30/18
California ,43,"NAVARRO, OMAR",Republican Party,Challenger,"$351,780","$342,627","$2,700","$2,984","$293,196","$58,587",$0,6/30/18
California ,44,"BARRAGAN, NANETTE",Democratic Party,Incumbent,"$1,311,276","$853,914","$455,033",$0,"$646,305","$678,537",$0,6/30/18
California ,44,"BROWN, AJA",Democratic Party,Challenger,"$18,600","$17,600","$1,000",$0,"$17,819",$781,$0,6/30/18
California ,44,"DASH, STACEY",Republican Party,Challenger,"$44,730","$42,234","$2,000",$0,"$44,730",$0,$0,6/30/18
California ,44,"HALL, ISADORE III",Democratic Party,Challenger,"$1,503",$0,"$1,500",$0,"$7,949",$427,"$502,635",6/30/18
California ,45,"WALTERS, MIMI",Republican Party,Incumbent,"$2,934,611","$632,440","$1,226,038",$0,"$1,803,270","$1,524,411",$0,6/30/18
California ,45,"FORDE, BRIAN",Democratic Party,Challenger,"$1,691,632","$1,673,117","$12,500","$5,400","$1,388,989","$302,642",$0,6/30/18
California ,45,"GRAHAM, JOHN",None,Challenger,"$41,543","$14,500",$0,"$27,043","$36,310","$5,233","$16,243",6/7/18
California ,45,"HAMADANCHY, KIA",Democratic Party,Challenger,"$654,823","$643,823","$11,000",$0,"$648,485","$6,338","$3,662",6/30/18
California ,45,"MIN, DAVID",Democratic Party,Challenger,"$1,235,887","$1,172,259","$56,050","$5,400","$1,228,566","$7,321",$0,6/30/18
California ,45,"PORTER, KATHERINE",Democratic Party,Challenger,"$2,083,718","$1,866,741","$154,783",$258,"$1,302,887","$780,831","$5,198",6/30/18
California ,45,"RYWALSKI, ERIC",Democratic Party,Challenger,"$25,114","$25,114",$0,$0,"$25,366",$0,$0,12/31/17
California ,45,"VARASTEH, RON",Democratic Party,Challenger,"$252,498","$2,498",$0,"$250,000","$251,799","$3,614","$100,000",6/30/18
California ,46,"CORREA, JOSE",Democratic Party,Incumbent,"$866,385","$308,553","$555,408",$0,"$351,752","$548,327",$1,6/30/18
California ,46,"LAMBERT, RUSSELL RENE",Republican Party,Challenger,$140,$140,$0,$0,$0,$140,$0,3/31/18
California ,47,"LOWENTHAL, ALAN",Democratic Party,Incumbent,"$568,587","$219,159","$347,177",$0,"$378,014","$672,120",$986,6/30/18
California ,47,"BRISCOE, JOHN",Republican Party,Challenger,"$23,775",$275,$0,"$23,500","$11,785","$11,990","$28,708",6/30/18
California ,47,"CLIFFORD, DAVID",Republican Party,Challenger,"$25,369","$14,545",$0,"$10,824","$20,716","$1,705",$0,6/30/18
California ,48,"ROHRABACHER, DANA",Republican Party,Incumbent,"$1,774,411","$1,419,317","$145,299",$0,"$1,532,821","$479,366","$309,529",6/30/18
California ,48,"BAUGH, SCOTT",Republican Party,Challenger,"$651,649","$627,599","$12,000","$10,000","$1,198,618","$1,459","$15,221",6/30/18
California ,48,"GABBARD, JOHN",Republican Party,Challenger,"$55,786","$55,786",$0,$0,"$53,450","$2,337","$1,000",6/30/18
California ,48,"KEIRSTEAD, HANS",Democratic Party,Challenger,"$2,178,345","$979,382","$24,700","$1,080,400","$1,934,803","$243,543","$925,000",6/30/18
California ,48,"KENSINGER, KEVIN THOMAS",Independent,Challenger,"$13,903","$10,940",$0,"$2,963","$13,903",$0,"$2,501",6/6/18
California ,48,"KOTICK, MICHAEL",Democratic Party,Challenger,"$530,690","$205,023",$0,"$321,929","$488,736","$42,152","$202,525",6/30/18
California ,48,"OATMAN, LAURA",Democratic Party,Challenger,"$240,950","$222,903",$0,"$13,197","$228,569",$60,$0,6/30/18
California ,48,"ONUFREI, STELIAN",Republican Party,Challenger,"$644,721","$16,655",$0,"$535,500","$644,721",$0,$0,6/30/18
California ,48,"PAYNE, RACHEL",Democratic Party,Challenger,"$302,202","$285,190",$0,"$16,810","$228,056","$78,751",$0,6/30/18
California ,48,"REISER, BRANDON",Libertarian Party,Challenger,"$11,381","$11,331",$0,$50,"$11,147",$234,$0,6/30/18
California ,48,"ROUDA, HARLEY E JR",Democratic Party,Challenger,"$3,192,960","$1,309,809","$150,000","$1,680,500","$2,710,337","$482,623","$1,244,552",6/30/18
California ,48,"SIDDIQUI, OMAR A.",Democratic Party,Challenger,"$951,646","$186,826",$0,"$764,820","$940,197","$11,450","$237,480",6/30/18
California ,48,"ZARKADES, TONY",Democratic Party,Challenger,"$2,200",$500,$0,"$1,700","$2,983",$78,"$1,700",6/30/18
California ,49,"APPLEGATE, DOUGLAS LOREN",Democratic Party,Open,"$987,392","$933,774","$37,503",$0,"$1,023,848","$27,961","$2,900",6/30/18
California ,49,"CHAVEZ, ROCKY",Republican Party,Open,"$269,679","$141,777","$16,499","$100,000","$252,817","$16,862","$100,000",6/30/18
California ,49,"CHRISTINA, PREJEAN",Democratic Party,Open,"$37,554","$37,554",$0,$0,"$37,554",$0,$0,6/30/18
California ,49,"GASPAR, KRISTIN",Republican Party,Open,"$387,254","$370,254","$17,000",$0,"$331,868","$55,386","$19,735",6/30/18
California ,49,"HARKEY, DIANE",Republican Party,Open,"$702,057","$490,259","$105,524","$102,000","$531,575","$170,482","$249,661",6/30/18
California ,49,"JACOBS, SARA",Democratic Party,Open,"$2,890,250","$738,015","$13,500","$2,117,987","$2,702,697","$187,552",$0,6/30/18
California ,49,"KERR, PAUL",Democratic Party,Open,"$6,308,284","$350,562","$6,000","$5,912,728","$6,161,354","$146,931","$2,000,429",6/30/18
California ,49,"LEVIN, MIKE",Democratic Party,Open,"$2,615,293","$2,492,910","$110,503","$11,526","$1,776,864","$849,543","$178,141",6/30/18
California ,49,"MARYOTT, BRIAN",Republican Party,Open,"$759,870","$52,178",$0,"$700,050","$750,352","$9,518","$700,000",6/30/18
California ,49,"NORDAL, CRAIG",Republican Party,Open,"$11,005",$391,$0,"$10,614","$10,962",$43,"$10,614",6/30/18
California ,49,"PENDLETON, ROBERT",,Open,"$26,510","$4,504",$0,"$22,006","$24,688","$1,821","$17,000",5/16/18
California ,49,"SCHMITT, MICHAEL D",Republican Party,Open,"$7,961","$6,961","$1,000",$0,"$6,241","$1,719","$7,670",6/30/18
California ,49,"SCHOONOVER, JOSHUA",Republican Party,Open,"$12,323","$7,075",$0,"$5,248","$12,323",-$440,$0,6/5/18
California ,49,"ISSA, DARRELL*",Republican Party,Incumbent,"$1,738,028","$894,600","$451,649","$17,000","$1,289,026","$778,154",$0,6/30/18
California ,50,"HUNTER, DUNCAN D",Republican Party,Incumbent,"$854,787","$418,482","$393,321",$0,"$1,222,370","$352,477",$0,6/30/18
California ,50,"BEAUREGARD, PIERRE VOTEAU",Democratic Party,Challenger,"$38,246","$13,046",$0,"$25,200","$38,244",$0,"$26,803",3/31/18
California ,50,"BUTNER, JOSH",Democratic Party,Challenger,"$758,715","$576,239","$60,700","$15,821","$755,961","$2,754",$0,6/30/18
California ,50,"CAMPA-NAJJAR, AMMAR",Democratic Party,Challenger,"$1,088,270","$1,034,670","$48,600",$0,"$808,478","$279,793","$25,019",6/30/18
California ,50,"CHADWICK, GLORIA",Democratic Party,Challenger,"$32,688","$21,188",$0,$0,"$32,688",$0,$0,8/16/17
California ,50,"KAHLE, RICHARD",,Challenger,"$19,132","$1,420",$0,"$17,712","$19,132",$0,$0,6/12/18
California ,50,"MALLOY, JEFFREY",Democratic Party,Challenger,"$1,089","$1,089",$0,$0,"$4,501",$382,"$10,236",6/30/18
California ,50,"SAYED, SHAMUS",Republican Party,Challenger,"$257,329","$107,329",$0,"$150,000","$258,019",$0,"$147,167",6/30/18
California ,50,"WELLS, WILLIAM",Republican Party,Challenger,"$57,146","$57,146",$0,$0,"$49,414","$7,732",$0,6/30/18
California ,51,"VARGAS, JUAN CARLOS",Democratic Party,Incumbent,"$677,928","$166,485","$500,900",$0,"$614,048","$143,594",$29,6/30/18
California ,51,"HIDALGO, JUAN",Republican Party,Challenger,"$31,170","$25,420","$1,250",$0,"$29,242","$1,928","$2,472",6/30/18
California ,51,"MERCADO, JUAN",None,Challenger,"$20,005","$1,005",$0,"$19,000","$19,761","$1,000",$0,6/30/18
California ,51,"RENISON, JOHN",Republican Party,Challenger,"$51,669","$5,745",$0,"$45,924","$51,669",$0,$0,6/30/18
California ,52,"PETERS, SCOTT",Democratic Party,Incumbent,"$2,305,521","$1,003,669","$1,205,026","$51,395","$795,159","$2,583,669","$250,999",6/30/18
California ,52,"ALLMAN, MICHAEL",Republican Party,Challenger,"$415,109","$113,032","$2,000","$300,077","$339,829","$75,280","$321,094",6/30/18
California ,52,"CASARA, DANIEL",Republican Party,Challenger,"$30,803","$23,303","$1,000","$6,500","$30,803",$0,"$5,738",6/30/18
California ,52,"CULLEN, JEFFREY",Republican Party,Challenger,"$24,050",$0,$0,"$24,050","$24,087",$63,$0,5/17/18
California ,52,"HORST, JOHN H",Republican Party,Challenger,"$28,705","$14,195",$0,"$14,367","$27,803",-$752,"$14,066",5/23/18
California ,52,"QUDRAT, OMAR",Republican Party,Challenger,"$282,411","$204,911","$7,500","$70,000","$263,740","$18,671","$70,000",6/30/18
California ,52,"VELTMEYER, JAMES",Republican Party,Challenger,"$247,922","$92,424",$0,"$155,330","$246,349","$1,574","$93,093",6/30/18
California ,53,"DAVIS, SUSAN A",Democratic Party,Incumbent,"$305,005","$73,495","$230,850",$0,"$312,194","$248,795",$0,6/30/18
California ,53,"KANE, GINO",Republican Party,Challenger,"$2,600","$2,600",$0,$0,"$2,600",$0,$0,4/16/18
California ,53,"KIM, BRYAN",,Challenger,"$36,343","$34,725",$0,$89,"$35,338",$999,$400,5/16/18
California ,53,"MENDOZA, MATTHEW JAMES",Republican Party,Challenger,"$5,840",$0,$0,"$5,700",$280,"$5,559",$0,3/5/18
California ,53,"MURTAUGH, MORGAN",Republican Party,Challenger,"$32,715","$32,715",$0,$0,"$29,464","$3,250",$0,6/30/18
Colorado ,01,"DEGETTE, DIANA L.",Democratic Party,Incumbent,"$1,021,476","$516,993","$504,400",$0,"$789,703","$331,818",$0,6/30/18
Colorado ,01,"FIELD, JOHN",Republican Party,Challenger,$100,$0,$0,$100,$0,$100,$0,12/31/17
Colorado ,01,"RAO, SAIRA",Democratic Party,Challenger,"$565,636","$380,636",$0,$0,"$510,273","$55,534","$185,000",6/30/18
